Municipality,Region,Population,Census,Election Year,Candidate Name,Sex,Age,Position,Winner,ID Number,Size of Council,Number of Votes Obtained,Total Votes in Election,Eligible Voters,Campaign Spending,Type of Election,Incumbent,Years of Service,Acclaimed/Elected,,,,,,
Bay de Verde,1,470,2006,2009,"Woodrow, John P.",1,.,3,1,,7,90,146,312,,1,2,0,2,,,,,,
Bay de Verde,1,470,2006,2009,"Walsh, Lawrence",1,.,3,2,,7,70,146,312,,1,1,8,3,,,,,,
Bay de Verde,1,470,2006,2009,"Keets, Louis",1,.,3,1,,7,85,146,312,,1,1,8,2,,,,,,
Bay de Verde,1,470,2006,2009,"Potter, Carrie",2,.,3,1,,7,92,146,312,,1,1,8,2,,,,,,
Bay de Verde,1,470,2006,2009,"Riggs, Mary Jane",2,.,3,1,,7,78,146,312,,1,1,0,2,,,,,,
Bay de Verde,1,392,2016,2017,"Broderick, Gerard",1,.,3,2,,7,74,220,312,,1,.,.,3,,,,,,
Bay de Verde,1,392,2016,2017,"Coish, Christopher",1,.,3,1,,7,89,220,312,,1,.,.,2,,,,,,
Bay de Verde,1,392,2016,2017,"Coish, Gordon",1,.,3,2,,7,57,220,312,,1,.,.,3,,,,,,
Bay de Verde,1,392,2016,2017,"Coish, Karl",1,.,3,2,,7,48,220,312,,1,.,.,3,,,,,,
Bay de Verde,1,392,2016,2017,"Coish, Scott",1,.,3,1,,7,79,220,312,,1,.,.,2,,,,,,
Bay de Verde,1,392,2016,2017,"Gervais, Reginald",1,.,3,1,,7,119,220,312,,1,.,.,2,,,,,,
Bay de Verde,1,392,2016,2017,"Keats, Louis",1,.,3,1,,7,121,220,312,,1,.,.,2,,,,,,
Bay de Verde,1,392,2016,2017,"Murphy, Gerard",1,.,3,1,,7,158,220,312,,1,.,.,2,,,,,,
Bay de Verde,1,392,2016,2017,"Potter, L. Dean",1,.,3,1,,7,131,220,312,,1,.,.,2,,,,,,
Bay de Verde,1,392,2016,2017,"Emberley, Juanita",2,3,3,1,,7,122,220,312,,1,1,,2,,,,,,
Bay de Verde ,1,398,2011,2013,"Coish, Bradley",1,.,3,2,,7,.,230,323,,1,2,.,3,,,,,,
Bay de Verde ,1,398,2011,2013,"Coish, Christopher",1,.,3,2,,7,.,230,323,,1,2,.,3,,,,,,
Bay de Verde ,1,398,2011,2013,"Potter, Dean",1,.,3,1,,7,84,230,323,,1,2,.,2,,,,,,
Bay de Verde ,1,398,2011,2013,"Broderick, Gerard J.",1,.,3,1,,7,84,230,323,,1,1,8,2,,,,,,
Bay de Verde ,1,398,2011,2013,"Murphy, Gerard",1,.,3,1,,7,168,230,323,,1,1,16,2,,,,,,
Bay de Verde ,1,398,2011,2013,"Coish, Gordon",1,.,3,1,,7,92,230,323,,1,1,24,2,,,,,,
Bay de Verde ,1,398,2011,2013,"Bowles, Harry",1,.,3,2,,7,.,230,323,,1,2,.,3,,,,,,
Bay de Verde ,1,398,2011,2013,"Coish, Karl ",1,.,3,1,,7,86,230,323,,1,2,.,2,,,,,,
Bay de Verde ,1,398,2011,2013,"Keats, Louis",1,.,3,1,,7,141,230,323,,1,1,8,2,,,,,,
Bay de Verde ,1,398,2011,2013,"Blundon, Ross",1,.,3,2,,7,.,230,323,,1,2,.,3,,,,,,
Bay de Verde ,1,398,2011,2013,"Potter, Carrie",2,5,3,2,,7,.,230,323,,1,1,13,3,,,,,,
Bay de Verde ,1,398,2011,2013,"Curl, Cavell",2,4,3,2,,7,.,230,323,,1,2,.,3,,,,,,
Bay de Verde ,1,398,2011,2013,"Riggs, Jennie",2,5,3,2,,7,.,230,323,,1,1,4,3,,,,,,
Bay de Verde ,1,398,2011,2013,"Emberley, Juanita ",2,5,3,1,,7,110,230,323,,1,1,2,2,,,,,,
Bay L'Argent,1,287,2006,2009,"Grandy, Alma",2,3,3,1,,5,66,121,233,,1,2,4,2,,,,,,
Bay L'Argent,1,287,2006,2009,"LaPlante, Beryl",2,4,3,1,,5,57,121,233,,1,2,0,2,,,,,,
Bay L'Argent,1,287,2006,2009,"Banfield, Daphne",2,5,3,1,,5,53,121,233,,1,2,8,2,,,,,,
Bay L'Argent,1,287,2006,2009,"Bungay, Lillian",2,5,3,1,,5,67,121,233,,1,1,15,2,,,,,,
Bay L'Argent,1,287,2006,2009,"Baker, Rhonda",2,5,3,1,,5,108,121,233,,1,1,4,2,,,,,,
Bay L'Argent,1,287,2006,2009,"Dominix, Vivian",2,5,3,2,,5,47,121,233,,1,1,19,3,,,,,,
Bay L'Argent,1,241,2016,2017,"Banfield, Kevin W.",1,5,3,1,,5,52,100,225,,1,2,,2,,,,,,
Bay L'Argent,1,241,2016,2017,"Baker, Rhonda",2,.,3,1,,5,59,100,225,,1,1,,2,,,,,,
Bay L'Argent,1,241,2016,2017,"Banfield, Daphne",2,.,3,1,,5,56,100,225,,1,1,,2,,,,,,
Bay L'Argent,1,241,2016,2017,"Grandy, Alma",2,.,3,1,,5,56,100,225,,1,1,,2,,,,,,
Bay L'Argent,1,241,2016,2017,"House, Sheila",2,.,3,1,,5,51,100,225,,1,1,,2,,,,,,
Bay L'Argent,1,241,2016,2017,"Scott, Madonna",2,.,3,2,,5,42,100,225,,1,1,,3,,,,,,
Bay L'Argent ,1,285,2011,2013,"LaPlante, Beryl",1,.,3,2,,5,40,161,243,,1,1,.,3,,,,,,
Bay L'Argent ,1,285,2011,2013,"Walters, Darrell",1,.,3,1,,5,95,161,243,,1,2,.,2,,,,,,
Bay L'Argent ,1,285,2011,2013,"Grandy, Alma",2,5,3,2,,5,63,161,243,,1,1,.,3,,,,,,
Bay L'Argent ,1,285,2011,2013,"Reid, Amanda",2,.,3,1,,5,76,161,243,,1,2,.,2,,,,,,
Bay L'Argent ,1,285,2011,2013,"Banfield, Daphne",2,.,3,1,,5,93,161,243,,1,1,.,2,,,,,,
Bay L'Argent ,1,285,2011,2013,"Bungay, Lillian",2,5,3,2,,5,64,161,243,,1,1,.,3,,,,,,
Bay L'Argent ,1,285,2011,2013,"Scott, Madonna",2,.,3,1,,5,73,161,243,,1,2,.,2,,,,,,
Bay L'Argent ,1,285,2011,2013,"Dominaux, Natasha",2,2,3,2,,5,58,161,243,,1,2,.,3,,,,,,
Bay L'Argent ,1,285,2011,2013,"Baker, Rhonda",2,.,3,1,,5,94,161,243,,1,1,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Badcock, Silas",1,.,3,1,,7,"1,244","2,653","4,521",,1,.,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Butler, Danny",1,.,3,2,,7,685,"2,653","4,521",,1,.,.,3,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Collins, Jake",1,.,3,2,,7,512,"2,653","4,521",,1,.,.,3,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Deering, Frank",1,.,3,1,,7,"1,253","2,653","4,521",,1,.,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Fennemore, Gerald",1,.,3,2,,7,535,"2,653","4,521",,1,.,.,3,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Francis, Jim",1,.,3,2,,7,343,"2,653","4,521",,1,.,.,3,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Franey, Dean",1,.,3,1,,7,"1,127","2,653","4,521",,1,.,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Howell, Travis",1,.,3,2,,7,965,"2,653","4,521",,1,.,.,3,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Murphy, James",1,.,3,2,,7,179,"2,653","4,521",,1,.,.,3,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Oates, Wade",1,.,3,1,,7,"1,171","2,653","4,521",,1,.,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Seymour, Geoff",1,.,3,1,,7,"1,085","2,653","4,521",,1,.,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Yetman, Walter",1,.,3,1,,7,"1,459","2,653","4,521",,1,.,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Simmons, George",1,5,1,2,,7,"1,073","2,653","4,521",,1,.,.,3,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Wood, Philip",1,5,1,1,,7,"1,580","2,653","4,521",,1,.,.,2,,,,,,
Bay Roberts,1,"6,012",2016,2017,"Dawe-Roach, Charlene",2,3,3,2,,7,694,"2,653","4,521",,1,1,,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Seymour, Bill",1,.,3,1,,6,"1,036","2,249","4,300",,1,1,16,2,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Mercer, Clarence G.",1,.,3,1,,6,960,"2,249","4,300",,1,1,4,2,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Franey, Dean",1,.,3,2,,6,344,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Pottle, Edmund",1,.,3,2,,6,258,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Fennemore, Gerald",1,.,3,2,,6,401,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Greenland, Gerald",1,.,3,1,,6,916,"2,249","4,300",,1,1,16,2,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Littlejohn, Glenn",1,.,1,1,,6,1,"2,249","4,300",,1,1,12,1,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Butler, Hayward",1,.,3,2,,6,189,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Walsh, Melvin",1,.,3,1,,6,973,"2,249","4,300",,1,1,8,2,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Wood, Philip",1,.,3,1,,6,"1,129","2,249","4,300",,1,1,1,2,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Elms, Sean",1,.,3,2,,6,256,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Yetman, Walter",1,.,3,1,,6,"1,027","2,249","4,300",,1,1,4,2,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Parsons, Betty",2,.,3,2,,6,433,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Mullet-Neil, Kim",2,.,3,2,,6,607,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,414",2006,2009,"Brown, Ruth",2,.,3,2,,6,755,"2,249","4,300",,1,2,0,3,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Seymour, Bill",1,.,3,1,,7,"1,079","2,622","4,732",,1,.,.,2,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Franey, Dean",1,.,3,1,,7,"1,448","2,622","4,732",,1,.,.,2,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Seymour, Bill",1,.,1,2,,7,950,"2,622","4,732",,1,.,.,3,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Simmons, George",1,.,3,1,,7,"1,289","2,622","4,732",,1,.,.,2,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Warford, George",1,.,3,2,,7,"1,009","2,622","4,732",,1,.,.,3,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Butler, Hayward, S.",1,.,3,2,,7,425,"2,622","4,732",,1,.,.,3,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Wood, Phillip",1,.,1,1,,7,"1,648","2,622","4,732",,1,.,.,2,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Oates, Wade",1,.,3,1,,7,"1,276","2,622","4,732",,1,.,.,2,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Yetman, Walter",1,.,3,1,,7,"1,563","2,622","4,732",,1,.,.,2,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Dawe-Roach, Charlene",2,.,3,1,,7,"1,086","2,622","4,732",,1,.,.,2,,,,,,
Bay Roberts ,1,"5,818",2011,2013,"Fennemore, Geraldine",2,.,3,2,,7,893,"2,622","4,732",,1,.,.,3,,,,,,
Baytona,2,276,2006,2009,"Rafuse, Jim",1,4,3,1,,7,50,60,160,,1,2,0,2,,,,,,
Baytona,2,276,2006,2009,"Quinlan, Rex",1,.,1,1,,7,1,60,160,,1,1,12,1,,,,,,
Baytona,2,276,2006,2009,"Blake, Audrey",2,.,3,1,,7,55,60,160,,1,1,20,2,,,,,,
Baytona,2,276,2006,2009,"Pope, Beverley",2,.,3,1,,7,54,60,160,,1,1,4,2,,,,,,
Baytona,2,276,2006,2009,"Lewis, Eileen",2,.,3,1,,7,54,60,160,,1,1,10,2,,,,,,
Baytona,2,276,2006,2009,"Lewis, Josie",2,.,3,1,,7,55,60,160,,1,1,4,2,,,,,,
Baytona,2,276,2006,2009,"Lewis, Marilyn",2,.,3,1,,7,49,60,160,,1,1,12,2,,,,,,
Baytona,2,276,2006,2009,"Wiseman, Trixie",2,5,3,2,,7,26,60,160,,1,2,0,3,,,,,,
Baytona,2,264,2011,2013,"Quinlan, Rex",1,4,1,1,,7,1,61,.,,1,1,16,1,,,,,,
Baytona,2,264,2011,2013,"Canning, Craig",1,.,.,1,,7,19,61,.,,2,2,0,2,,,,,,
Baytona,2,264,2011,2013,"Quinlan, Dale",1,.,.,1,,7,21,61,.,,2,2,0,2,,,,,,
Baytona,2,264,2011,2013,"Lewis, Eileen",2,5,3,1,,7,1,61,.,,1,1,8,1,,,,,,
Baytona,2,264,2011,2013,"Pope, Beverly",2,5,3,1,,7,1,61,.,,1,1,12,1,,,,,,
Baytona,2,264,2011,2013,"Stuckley, Rowena",2,5,3,1,,7,1,61,.,,1,1,2,1,,,,,,
Baytona,2,264,2011,2013,"Blake, Audrey",2,5,3,1,,7,1,61,.,,1,1,24,1,,,,,,
Baytona,2,264,2011,2013,"Wiseman, Trixie",2,.,.,2,,7,16,61,.,,2,2,0,3,,,,,,
Beachside,2,183,2006,2009,"Bennett, Howard",1,.,3,1,,7,1,1,1,,2,1,7,1,,,,,,
Beachside,2,183,2006,2009,"Coombs, Rex",1,.,3,1,,7,1,1,1,,2,1,12,1,,,,,,
Beachside,2,183,2006,2009,"Oxford, Ted",1,.,3,1,,7,1,1,1,,2,1,11,1,,,,,,
Beachside,2,183,2006,2009,"Verge, Ward",1,.,3,1,,7,1,1,1,,2,1,8,1,,,,,,
Beachside,2,183,2006,2009,"Locke, Ada",2,.,3,1,,7,1,1,1,,2,1,12,1,,,,,,
Beachside,2,183,2006,2009,"Young, Betty Lou",2,.,3,1,,7,1,1,1,,2,1,4,1,,,,,,
Beachside,2,150,2011,2013,"Andrews, Rochette",1,5,3,1,,7,.,.,.,,2,2,.,1,,,,,,
Beachside,2,150,2011,2013,"Bennett, Howard",1,5,3,1,,7,.,.,.,,2,1,.,1,,,,,,
Beachside,2,150,2011,2013,"Crote, Ralph",1,3,3,1,,7,.,.,.,,2,2,.,1,,,,,,
Beachside,2,150,2011,2013,"Verge, Ward",1,4,3,1,,7,.,.,.,,2,1,.,1,,,,,,
Beachside,2,150,2011,2013,"Bowers, Nancy",2,3,3,1,,7,.,.,.,,2,1,.,1,,,,,,
Beachside,2,150,2011,2013,"Young, Betty Loue",2,3,3,1,,7,.,.,.,,2,1,.,1,,,,,,
Beachside,2,132,2016,2017,"Bennett, Marden",1,.,3,1,,7,58,72,109,,1,.,.,2,,,,,,
Beachside,2,132,2016,2017,"Bennett, Vincent",1,.,3,1,,7,48,72,109,,1,.,.,2,,,,,,
Beachside,2,132,2016,2017,"Gallant, John",1,.,3,1,,7,54,72,109,,1,.,.,2,,,,,,
Beachside,2,132,2016,2017,"Stone, Peter",1,.,3,1,,7,37,72,109,,1,.,.,2,,,,,,
Beachside,2,132,2016,2017,"Verge, Ward",1,.,3,1,,7,52,72,109,,1,.,.,2,,,,,,
Beachside,2,132,2016,2017,"Bennett, Jean",2,.,3,2,,7,13,72,109,,1,.,.,3,,,,,,
Beachside,2,132,2016,2017,"Bennett, Joan",2,.,3,2,,7,18,72,109,,1,.,.,3,,,,,,
Beachside,2,132,2016,2017,"Bowers, Nancy",2,.,3,1,,7,54,72,109,,1,.,.,2,,,,,,
Beachside,2,132,2016,2017,"Young, Betty Lou",2,.,3,1,,7,42,72,109,,1,.,.,2,,,,,,
Bellburns,3,83,2006,2009,"House, Baxter",1,3,3,1,,5,53,53,62,,1,2,0,2,,,,,,
Bellburns,3,83,2006,2009,"House, Gerald",1,4,3,1,,5,42,53,62,,1,2,4,2,,,,,,
Bellburns,3,83,2006,2009,"House, Kevin",1,5,3,2,,5,15,53,62,,1,2,0,3,,,,,,
Bellburns,3,83,2006,2009,"House, Denise",2,3,3,1,,5,48,53,62,,1,2,0,2,,,,,,
Bellburns,3,83,2006,2009,"House, Joyce",2,3,3,1,,5,43,53,62,,1,1,4,2,,,,,,
Bellburns,3,83,2006,2009,"Willisko, Kay",2,5,3,2,,5,16,53,62,,1,2,0,3,,,,,,
Bellburns,3,83,2006,2009,"House, Lenora",2,5,3,1,,5,28,53,62,,1,2,0,2,,,,,,
Bellburns,3,62,2011,2013,"House, Baxter",1,.,3,1,,5,1,1,1,,4,1,4,1,,,,,,
Bellburns,3,62,2011,2013,"House, Gerald",1,.,3,1,,5,1,1,1,,4,1,4,1,,,,,,
Bellburns,3,62,2011,2013,"House, Denise",2,.,3,1,,5,1,1,1,,4,1,4,1,,,,,,
Bellburns,3,62,2011,2013,"House, Joyce",2,.,3,1,,5,1,1,1,,4,1,4,1,,,,,,
Bellburns,3,62,2011,2013,"Biggin, Lenora",2,.,3,1,,5,1,1,1,,4,1,4,1,,,,,,
Bellburns,3,53,2016,2017,"House, Baxter",1,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bellburns,3,53,2016,2017,"House, Gerald",1,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bellburns,3,53,2016,2017,"House, Denise",2,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bellburns,3,53,2016,2017,"Biggin, Lenora",2,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bellburns,3,53,2016,2017,"House, Joyce",2,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Belleoram,2,421,2006,2009,"Drake, Clarence",1,.,3,1,,7,1,1,1,,2,1,12,1,,,,,,
Belleoram,2,421,2006,2009,"Leights, Daniel",1,.,3,1,,7,1,1,1,,2,1,12,1,,,,,,
Belleoram,2,421,2006,2009,"Leights, Henry",1,.,3,1,,7,1,1,1,,2,1,4,1,,,,,,
Belleoram,2,421,2006,2009,"May, Steward",1,.,3,1,,7,1,1,1,,2,1,24,1,,,,,,
Belleoram,2,409,2011,2013,"Drake, Clarence",1,3,3,1,,7,1,7,.,,1,1,16,1,,,,,,
Belleoram,2,409,2011,2013,"Finander, Alton",1,3,3,1,,7,1,7,.,,1,1,8,1,,,,,,
Belleoram,2,409,2011,2013,"Leights, Daniel",1,4,3,1,,7,1,7,.,,1,1,16,1,,,,,,
Belleoram,2,409,2011,2013,"Leights, Harry",1,5,3,1,,7,1,7,.,,1,1,8,1,,,,,,
Belleoram,2,409,2011,2013,"May, Steward",1,5,3,1,,7,1,7,.,,1,1,29,1,,,,,,
Belleoram,2,409,2011,2013,"Poole, Stephen",1,5,3,1,,7,1,7,.,,1,1,4,1,,,,,,
Belleoram,2,409,2011,2013,"Rose, Newman",1,5,3,1,,7,1,7,.,,1,1,4,1,,,,,,
Belleoram,2,374,2016,2017,"Barnes, Phillip Marshall",1,4,3,2,,7,24,167,266,,1,2,.,3,,,,,,
Belleoram,2,374,2016,2017,"Drake, Clarence",1,5,3,1,,7,92,167,266,,1,1,.,2,,,,,,
Belleoram,2,374,2016,2017,"Fizzard, William",1,5,3,1,,7,85,167,266,,1,2,.,2,,,,,,
Belleoram,2,374,2016,2017,"Leights, Daniel",1,4,3,1,,7,104,167,266,,1,1,.,2,,,,,,
Belleoram,2,374,2016,2017,"Leights, Henry",1,5,3,1,,7,81,167,266,,1,1,.,2,,,,,,
Belleoram,2,374,2016,2017,"May, Steward",1,5,3,1,,7,127,167,266,,1,1,.,2,,,,,,
Belleoram,2,374,2016,2017,"Osbourne, Mark",1,3,3,2,,7,37,167,266,,1,2,.,3,,,,,,
Belleoram,2,374,2016,2017,"Poole, Philip G.",1,5,3,2,,7,67,167,266,,1,2,.,3,,,,,,
Belleoram,2,374,2016,2017,"Poole, Stephen, Sr.",1,4,3,2,,7,50,167,266,,1,1,.,3,,,,,,
Belleoram,2,374,2016,2017,"Rose, Newman",1,5,3,1,,7,86,167,266,,1,1,.,2,,,,,,
Belleoram,2,374,2016,2017,"Smith, Rodney",1,4,3,1,,7,123,167,266,,1,2,.,2,,,,,,
Belleoram,2,374,2016,2017,"Wells, Hubert",1,5,3,2,,7,56,167,266,,1,2,.,3,,,,,,
Belleoram,2,374,2016,2017,"Barnes, Nina",2,4,3,2,,7,23,167,266,,1,2,.,3,,,,,,
Birchy Bay,2,618,2006,2009,"Jennings, Allan",1,.,3,2,,7,106,223,481,,1,2,0,3,,,,,,
Birchy Bay,2,618,2006,2009,"Carter, Dave",1,.,3,1,,7,181,223,481,,1,2,0,2,,,,,,
Birchy Bay,2,618,2006,2009,"Bowering, Edwin",1,.,3,1,,7,147,223,481,,1,1,4,2,,,,,,
Birchy Bay,2,618,2006,2009,"Pope, Ellis",1,.,3,1,,7,163,223,481,,1,1,4,2,,,,,,
Birchy Bay,2,618,2006,2009,"Vatcher, Gary",1,.,3,2,,7,82,223,481,,1,1,8,3,,,,,,
Birchy Bay,2,618,2006,2009,"Quinlan, Seymour",1,.,3,1,,7,131,223,481,,1,1,16,2,,,,,,
Birchy Bay,2,618,2006,2009,"Layte, Bernice",2,.,3,1,,7,122,223,481,,1,1,12,2,,,,,,
Birchy Bay,2,618,2006,2009,"Freake, Crystal Lee",2,.,3,2,,7,82,223,481,,1,2,0,3,,,,,,
Birchy Bay,2,618,2006,2009,"Osmond, Jocelyn",2,.,3,2,,7,57,223,481,,1,2,0,3,,,,,,
Birchy Bay,2,618,2006,2009,"Harbin, Judie",2,.,3,2,,7,51,223,481,,1,2,0,3,,,,,,
Birchy Bay,2,618,2006,2009,"Wells Quinlan, Kelly",2,.,3,1,,7,114,223,481,,1,2,0,2,,,,,,
Birchy Bay,2,618,2006,2009,"Lewis, Theresa",2,.,3,1,,7,125,223,481,,1,1,12,2,,,,,,
Birchy Bay,2,566,2011,2013,"Carter, Cave",1,2,3,1,,7,1,5,.,,2,1,4,1,,,,,,
Birchy Bay,2,566,2011,2013,"Luscombe, Toby",1,3,3,1,,7,1,5,.,,2,2,0,1,,,,,,
Birchy Bay,2,566,2011,2013,"Freake, Crystal Lee",2,3,3,1,,7,1,5,.,,2,2,0,1,,,,,,
Birchy Bay,2,566,2011,2013,"Lewis, Theresa",2,3,3,1,,7,1,5,.,,2,1,16,1,,,,,,
Birchy Bay,2,566,2011,2013,"Quilan, Kelly",2,2,3,1,,7,1,5,.,,2,1,4,1,,,,,,
Birchy Bay,2,550,2016,2017,"Quinlan, Ewen",1,.,1,1,,7,1,1,1,,4,.,.,1,,,,,,
Birchy Bay,2,550,2016,2017,"Langridge, Mike",1,.,2,1,,7,1,1,1,,4,.,.,1,,,,,,
Birchy Bay,2,550,2016,2017,"Carter, David",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Birchy Bay,2,550,2016,2017,"Luscombe, Toby",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Birchy Bay,2,550,2016,2017,"Quinlan, Ted",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Birchy Bay,2,550,2016,2017,"Pike, Tonya",2,.,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Birchy Bay,2,550,2016,2017,"Quinlan, Kelly",2,.,3,1,,7,1,1,1,,4,1,.,1,,,,,,
Bird Cove,3,137,2006,2009,"May, Richard",1,3,3,1,,5,1,1,1,,3,1,4,1,,,,,,
Bird Cove,3,182,2011,2013,"Myers, Andre",1,2,3,1,,5,1,1,1,,2,1,.,1,,,,,,
Bird Cove,3,182,2011,2013,"Myers, Deanne",2,5,3,1,,5,1,1,1,,2,2,.,1,,,,,,
Bird Cove,3,182,2011,2013,"Pittman, Helena",2,2,3,1,,5,1,1,1,,2,2,.,1,,,,,,
Bird Cove,3,182,2011,2013,"Dredge, Jessica",2,2,3,1,,5,1,1,1,,2,2,.,1,,,,,,
Bird Cove,3,179,2016,2017,"Mayers, Andre",1,3,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bird Cove,3,179,2016,2017,"Dredge, Jessica",2,2,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bird Cove,3,179,2016,2017,"Myers, Deanna",2,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bird Cove,3,179,2016,2017,"Pittman, Helena",2,2,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bishop's Cove,1,329,2006,2009,"Clarke, Josiah",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bishop's Cove,1,329,2006,2009,"Smith, Kenneth",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bishop's Cove,1,329,2006,2009,"Janes, Leslie",1,5,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bishop's Cove,1,329,2006,2009,"King, Lori-Ann",2,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bishop's Cove,1,329,2006,2009,"Smith, Marina",2,.,3,1,,5,1,1,1,,4,1,.,1,,,,,,
Bishop's Cove,1,275,2011,2013,"Smith, Gary,N.",1,.,3,.,,7,.,.,.,,1,.,.,.,,,,,,
Bishop's Cove,1,275,2011,2013,"Clarke, Josiah",1,.,3,.,,7,.,.,.,,1,.,.,.,,,,,,
Bishop's Cove,1,275,2011,2013,"Smith, Ken",1,.,3,.,,7,.,.,.,,1,.,.,.,,,,,,
Bishop's Cove,1,275,2011,2013,"Jones, Dianne",2,.,3,.,,7,.,.,.,,1,.,.,.,,,,,,
Bishop's Cove,1,275,2011,2013,"King, Lori-Ann",2,.,3,.,,7,.,.,.,,1,.,.,.,,,,,,
Bishop's Cove,1,275,2011,2013,"Smith, Marina",2,.,3,.,,7,.,.,.,,1,.,.,.,,,,,,
Bishop's Cove,1,275,2011,2013,"Smith, Marion",2,.,3,.,,7,.,.,.,,1,.,.,.,,,,,,
Bishop's Cove,1,287,2016,2017,"Jones, Glen",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Bishop's Cove,1,287,2016,2017,"Smith, Gary N.",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Bishop's Cove,1,287,2016,2017,"Smith, Kenneth",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Bishop's Cove,1,287,2016,2017,"Barnes, Gregory",1,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Bishop's Cove,1,287,2016,2017,"Smith, Marina",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Bishop's Cove,1,287,2016,2017,"Smith, Marion",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Bishop's Cove,1,287,2016,2017,"King, Lori-Ann",2,.,3,1,,7,1,1,1,,4,.,.,1,,,,,,
Bishop's Falls,2,"3,399",2006,2009,"Saunders, Barry",1,.,1,2,,7,653,"1,433","2,671",,1,1,12,3,,,,,,
Bishop's Falls,2,"3,399",2006,2009,"Canning, Bob",1,.,3,1,,7,626,"1,433","2,671",,1,2,0,2,,,,,,
Bishop's Falls,2,"3,399",2006,2009,"Hobbs, Bob",1,.,1,1,,7,772,"1,433","2,671",,1,2,16,2,,,,,,
Bishop's Falls,2,"3,399",2006,2009,"King, Bryan",1,.,3,1,,7,907,"1,433","2,671",,1,2,0,2,,,,,,
